job_board,post_url,company,industry,company_location,job_title,listed_skill,seniority_level,job_type,years_experience,skill_number,discrete_skill
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,database maintenance experience oracle db2 preferred experience in managing table security permissions and performance analysis tools,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short4,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,database maintenance experience oracle db2 preferred experience in managing table security permissions and performance analysis tools,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short5,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,database maintenance experience oracle db2 preferred experience in managing table security permissions and performance analysis tools,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short6,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,database maintenance experience oracle db2 preferred experience in managing table security permissions and performance analysis tools,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short7,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,etl pipeline experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short1,etl
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,etl pipeline experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short2,etl pipeline
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,etl pipeline experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short3,etl pipeline experience
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,etl pipeline experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short4,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,etl pipeline experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short5,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,etl pipeline experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short6,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,etl pipeline experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short7,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,crystal report writer experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short1,crystal report
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,crystal report writer experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short2,crystal report writer
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,crystal report writer experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short3,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,crystal report writer experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short4,NA
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,crystal report writer experience,Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",,skill_short5,NA
